FID,Segment,Start_Lati,Start_Long,End_Latitu,End_Longit,NEAR_DIST_M,NEAR_DIST_KM
490,505,48.80705556,-125.1851167,48.80720556,-125.1854556,3494.345485,3.494345485
491,506,48.80720556,-125.1854556,48.80741389,-125.1857111,3494.896514,3.494896514
492,507,48.80741389,-125.1857111,48.80765833,-125.1858778,3504.212207,3.504212207
493,508,48.80765833,-125.1858778,48.80788889,-125.1860861,3520.430688,3.520430688
494,509,48.81076111,-125.1845194,48.81098611,-125.1842889,3864.345299,3.864345299
495,510,48.81098611,-125.1842889,48.81108333,-125.1839056,3894.528669,3.894528669
496,511,48.81108333,-125.1839056,48.81118333,-125.1835278,3918.842573,3.918842573
497,512,48.81118333,-125.1835278,48.81116667,-125.1831222,3943.197795,3.943197795
498,513,48.81116667,-125.1831222,48.81115278,-125.1827194,3957.756398,3.957756398
499,514,48.81115278,-125.1827194,48.81101389,-125.1823694,3972.462745,3.972462745
500,515,48.81101389,-125.1823694,48.810875,-125.1820194,3973.390852,3.973390852
501,516,48.810875,-125.1820194,48.81086944,-125.1816083,3974.319152,3.974319152
502,517,48.81086944,-125.1816083,48.81112222,-125.1814639,3990.134175,3.990134175
503,518,48.81112222,-125.1814639,48.81103889,-125.181075,4019.492315,4.019492315
504,519,48.81103889,-125.181075,48.81094722,-125.1806917,4027.158309,4.027158309
505,520,48.81094722,-125.1806917,48.81067778,-125.1806722,4009.420378,4.009420378
506,521,48.81067778,-125.1806722,48.81056389,-125.1803056,4009.420378,4.009420378
507,522,48.81056389,-125.1803056,48.81051944,-125.1799028,4013.345162,4.013345162
508,523,48.81051944,-125.1799028,48.81073056,-125.1796444,4025.197163,4.025197163
509,524,48.81073056,-125.1796444,48.81078333,-125.1800444,4044.228951,4.044228951
510,525,48.81078333,-125.1800444,48.81095833,-125.180325,4044.228951,4.044228951
511,526,48.81095833,-125.180325,48.811225,-125.1802639,4049.431591,4.049431591
512,527,48.811225,-125.1802639,48.81145833,-125.1800528,4076.777604,4.076777604
513,528,48.81145833,-125.1800528,48.81172222,-125.1799694,4106.968461,4.106968461
514,529,48.81172222,-125.1799694,48.81193611,-125.1802139,4134.940735,4.134940735
515,530,48.81193611,-125.1802139,48.81192778,-125.1806222,4128.210149,4.128210149
516,531,48.81192778,-125.1806222,48.81179167,-125.1809639,4101.91461,4.10191461
517,532,48.81179167,-125.1809639,48.81183611,-125.1813389,4091.167119,4.091167119
518,533,48.81183611,-125.1813389,48.81191389,-125.1817278,4082.982894,4.082982894
519,534,48.81191389,-125.1817278,48.81202222,-125.1821,4078.317096,4.078317096
520,535,48.81202222,-125.1821,48.81216389,-125.1824472,4077.76022,4.07776022
521,536,48.81216389,-125.1824472,48.81243611,-125.1831528,4075.162946,4.075162946
522,537,48.81243611,-125.1831528,48.81260833,-125.1834722,4075.162946,4.075162946
523,538,48.81260833,-125.1834722,48.81284444,-125.1832722,4078.56591,4.07856591
524,539,48.81284444,-125.1832722,48.81287778,-125.1828778,4108.575374,4.108575374
525,540,48.81287778,-125.1828778,48.81296667,-125.1824917,4127.360736,4.127360736
526,541,48.81267222,-125.1814639,48.81294444,-125.1813861,4164.329305,4.164329305
527,542,48.81300833,-125.1809556,48.81297222,-125.1806028,4215.932596,4.215932596
528,543,48.81297222,-125.1806028,48.81302778,-125.1802472,4226.57615,4.22657615
529,544,48.81302778,-125.1802472,48.81313611,-125.1798889,4245.896948,4.245896948
530,545,48.81313611,-125.1798889,48.81333333,-125.1800333,4270.256042,4.270256042
531,546,48.81333333,-125.1800333,48.81345278,-125.1803972,4279.650025,4.279650025
532,547,48.81345278,-125.1803972,48.81359167,-125.1807472,4278.721857,4.278721857
533,548,48.81359167,-125.1807472,48.81370278,-125.180475,4278.721857,4.278721857
534,549,48.81370278,-125.180475,48.81357778,-125.1801111,4299.91947,4.29991947
535,550,48.81357778,-125.1801111,48.81348056,-125.1797389,4302.697922,4.302697922
536,551,48.81348056,-125.1797389,48.81365556,-125.1796611,4308.402175,4.308402175
537,552,48.81365556,-125.1796611,48.81381389,-125.1799028,4327.845777,4.327845777
538,553,48.81381389,-125.1799028,48.81393056,-125.1796444,4333.036956,4.333036956
539,554,48.81393056,-125.1796444,48.81410278,-125.1794444,4354.205863,4.354205863
540,555,48.81410278,-125.1794444,48.81425556,-125.17935,4378.245055,4.378245055
541,556,48.81425556,-125.17935,48.81436667,-125.1789861,4396.271901,4.396271901
542,557,48.81436667,-125.1789861,48.81450556,-125.1786778,4421.113116,4.421113116
543,558,48.81450556,-125.1786778,48.81448333,-125.1783111,4446.340994,4.446340994
544,559,48.81448333,-125.1783111,48.81450556,-125.1779194,4458.834124,4.458834124
545,560,48.81450556,-125.1779194,48.81427778,-125.1777361,4462.474528,4.462474528
546,561,48.81427778,-125.1777361,48.81403333,-125.1778278,4435.989354,4.435989354
547,562,48.81403333,-125.1778278,48.81376389,-125.1778444,4410.153164,4.410153164
548,563,48.81376389,-125.1778444,48.81368056,-125.1772444,4410.153164,4.410153164
549,564,48.81368056,-125.1772444,48.81357222,-125.1768806,4426.207869,4.426207869
550,565,48.81357222,-125.1768806,48.81372778,-125.17655,4430.540428,4.430540428
551,566,48.81372778,-125.17655,48.81395556,-125.1763361,4458.212563,4.458212563
552,567,48.81395556,-125.1763361,48.81393889,-125.175975,4487.995685,4.487995685
553,568,48.81393889,-125.175975,48.81402222,-125.1755972,4500.78678,4.50078678
554,569,48.81402222,-125.1755972,48.81425833,-125.1755917,4523.585457,4.523585457
555,570,48.81425833,-125.1755917,48.81437222,-125.1752417,4545.865792,4.545865792
556,571,48.81437222,-125.1752417,48.814625,-125.1753806,4570.415267,4.570415267
557,572,48.814625,-125.1753806,48.81481111,-125.1756778,4588.515237,4.588515237
558,573,48.81481111,-125.1756778,48.81502778,-125.1756694,4594.095545,4.594095545
559,574,48.81502778,-125.1756694,48.81519167,-125.17535,4614.674704,4.614674704
560,575,48.81519167,-125.17535,48.81539444,-125.1750806,4642.679957,4.642679957
561,576,48.81539444,-125.1750806,48.81564444,-125.1750083,4672.331302,4.672331302
562,577,48.81564444,-125.1750083,48.81561111,-125.1748,4698.563781,4.698563781
563,578,48.81561111,-125.1748,48.81558611,-125.1744472,4703.726456,4.703726456
564,579,48.81558611,-125.1744472,48.81575278,-125.1741278,4715.409399,4.715409399
565,580,48.81575278,-125.1741278,48.81581944,-125.1737417,4743.674443,4.743674443
566,581,48.81581944,-125.1737417,48.81562778,-125.1736278,4751.863105,4.751863105
567,582,48.81562778,-125.1736278,48.81562222,-125.1732444,4751.863105,4.751863105
568,583,48.81562222,-125.1732444,48.81535556,-125.1732,4743.427291,4.743427291
569,584,48.81535556,-125.1732,48.81519444,-125.1728944,4740.516641,4.740516641
570,585,48.81519444,-125.1728944,48.81497778,-125.172675,4728.991268,4.728991268
571,586,48.81497778,-125.172675,48.814775,-125.1724056,4720.749853,4.720749853
572,587,48.814775,-125.1724056,48.814875,-125.1720278,4720.749853,4.720749853
573,588,48.814875,-125.1720278,48.81490278,-125.1716361,4745.106773,4.745106773
574,589,48.81490278,-125.1716361,48.814975,-125.1713306,4763.268229,4.763268229
575,590,48.814975,-125.1713306,48.81473333,-125.1714667,4754.167485,4.754167485
576,591,48.81473333,-125.1714667,48.81451944,-125.1717139,4724.358995,4.724358995
577,592,48.81451944,-125.1717139,48.81425,-125.1717472,4697.860445,4.697860445
578,900,48.91224722,-125.033575,48.91225278,-125.0339833,19327.03999,19.32703999
579,901,48.91225278,-125.0339833,48.9123,-125.0343861,19315.42515,19.31542515
580,902,48.9123,-125.0343861,48.91227222,-125.0347417,19298.6879,19.2986879
581,903,48.91227222,-125.0347417,48.91228056,-125.0351222,19284.33154,19.28433154
582,904,48.91228056,-125.0351222,48.912075,-125.0353556,19255.86211,19.25586211
583,905,48.912075,-125.0353556,48.91181389,-125.0352417,19236.02212,19.23602212
584,906,48.91181389,-125.0352417,48.91156389,-125.0350917,19218.65507,19.21865507
585,907,48.91156389,-125.0350917,48.91136389,-125.03485,19209.60233,19.20960233
586,908,48.91136389,-125.03485,48.91136111,-125.0344778,19209.60233,19.20960233
587,909,48.91136111,-125.0344778,48.91150556,-125.0341278,19224.14786,19.22414786
588,910,48.91150556,-125.0341278,48.91150833,-125.0338194,19251.55187,19.25155187
589,911,48.91150833,-125.0338194,48.91173333,-125.0337889,19264.07778,19.26407778
590,912,48.91173333,-125.0337889,48.91193889,-125.0336694,19286.29087,19.28629087
591,913,48.91193889,-125.0336694,48.91224444,-125.0335639,19310.22976,19.31022976
592,914,48.91119722,-125.0359278,48.91114722,-125.0363278,19130.59822,19.13059822
593,915,48.91114722,-125.0363278,48.91090278,-125.0365111,19100.49253,19.10049253
594,916,48.91090278,-125.0365111,48.91066944,-125.0364417,19081.4742,19.0814742
595,917,48.91066944,-125.0364417,48.91052222,-125.036125,19080.33059,19.08033059
596,918,48.91052222,-125.036125,48.91029722,-125.0358972,19068.39145,19.06839145
597,919,48.91029722,-125.0358972,48.910125,-125.0355917,19064.46931,19.06446931
598,920,48.910125,-125.0355917,48.91022778,-125.0352444,19064.46931,19.06446931
599,921,48.91022778,-125.0352444,48.91039167,-125.0349222,19087.87684,19.08787684
600,922,48.91039167,-125.0349222,48.910625,-125.034725,19115.98962,19.11598962
601,923,48.910625,-125.034725,48.91088889,-125.0348083,19145.61126,19.14561126
602,924,48.91088889,-125.0348083,48.91110833,-125.0350361,19166.92758,19.16692758
603,925,48.91110833,-125.0350361,48.91118333,-125.0354278,19169.76702,19.16976702
604,926,48.91118333,-125.0354278,48.91119722,-125.0359278,19151.1753,19.1511753
605,927,48.90967222,-125.0367417,48.90961667,-125.0371417,18955.37047,18.95537047
606,928,48.90961667,-125.0371417,48.90960833,-125.03755,18938.35145,18.93835145
607,929,48.90960833,-125.03755,48.9097,-125.0379472,18931.10862,18.93110862
608,930,48.9097,-125.0379472,48.90973889,-125.0383528,18918.60559,18.91860559
609,931,48.90973889,-125.0383528,48.90956944,-125.0386722,18890.08555,18.89008555
610,932,48.90956944,-125.0386722,48.909325,-125.0388111,18861.74558,18.86174558
611,933,48.909325,-125.0388111,48.90905556,-125.0388139,18836.48557,18.83648557
612,934,48.90905556,-125.0388139,48.90881667,-125.0390167,18806.12191,18.80612191
613,935,48.90881667,-125.0390167,48.90858889,-125.0392361,18776.13492,18.77613492
614,936,48.90858889,-125.0392361,48.90833056,-125.0393694,18746.72111,18.74672111
615,937,48.90833056,-125.0393694,48.908075,-125.0393139,18725.07545,18.72507545
616,938,48.908075,-125.0393139,48.9079,-125.039,18721.22718,18.72122718
617,939,48.9079,-125.039,48.90776667,-125.0386444,18721.22718,18.72122718
618,940,48.90776667,-125.0386444,48.907575,-125.0383528,18716.63626,18.71663626
619,941,48.907575,-125.0383528,48.90746667,-125.0379972,18716.63626,18.71663626
620,942,48.90746667,-125.0379972,48.90726111,-125.0377278,18712.19997,18.71219997
621,943,48.90726111,-125.0377278,48.90733611,-125.0373444,18712.19997,18.71219997
622,944,48.90733611,-125.0373444,48.90742778,-125.0369583,18734.45098,18.73445098
623,945,48.90742778,-125.0369583,48.90753611,-125.0365861,18758.36537,18.75836537
624,946,48.90753611,-125.0365861,48.90766389,-125.036225,18783.28186,18.78328186
625,947,48.90766389,-125.036225,48.90776111,-125.0358417,18809.5722,18.8095722
626,948,48.90776111,-125.0358417,48.90802778,-125.0357583,18833.8934,18.8338934
627,949,48.90802778,-125.0357583,48.90829444,-125.0357083,18862.10033,18.86210033
628,950,48.90829444,-125.0357083,48.90855833,-125.0357778,18888.97769,18.88897769
629,951,48.90855833,-125.0357778,48.9088,-125.0359556,18910.84298,18.91084298
630,952,48.9088,-125.0359556,48.90900833,-125.0362139,18926.32647,18.92632647
631,953,48.90900833,-125.0362139,48.90924722,-125.0364028,18935.4962,18.9354962
632,954,48.90924722,-125.0364028,48.90951389,-125.0363361,18950.27893,18.95027893
633,955,48.90951389,-125.0363361,48.90967222,-125.0367389,18976.5772,18.9765772
634,1345,48.8297,-125.152,48.82844444,-125.1525639,6786.407502,6.786407502
635,1346,48.82844444,-125.1525639,48.82840556,-125.1529694,6766.658954,6.766658954
636,1347,48.82840556,-125.1529694,48.82827222,-125.1529694,6754.202126,6.754202126
637,1348,48.82784722,-125.1530306,48.82780278,-125.1533833,6693.896093,6.693896093
638,1349,48.82708611,-125.1538444,48.82733889,-125.1539833,6608.617231,6.608617231
639,1350,48.82733889,-125.1538444,48.827375,-125.1543861,6614.076602,6.614076602
640,1351,48.827375,-125.1543861,48.82730556,-125.1551972,6575.35338,6.57535338
641,1352,48.82730556,-125.1551972,48.82708611,-125.1554333,6545.468269,6.545468269
642,2100,48.83938889,-125.1406917,48.83934722,-125.140425,8280.66619,8.28066619
643,2101,48.83934722,-125.140425,48.839125,-125.1402667,8272.90754,8.27290754
644,2102,48.839125,-125.1402667,48.83886389,-125.1403583,8244.87587,8.24487587
645,2103,48.83886389,-125.1403583,48.83866389,-125.1400861,8237.012414,8.237012414
646,2104,48.83866389,-125.1400861,48.83845,-125.1398417,8226.746659,8.226746659
647,2105,48.83845,-125.1398417,48.83822222,-125.1396222,8214.193851,8.214193851
648,2106,48.83814722,-125.1347722,48.83812778,-125.1343639,8399.973953,8.399973953
649,2107,48.83812778,-125.1343639,48.83806667,-125.1341167,8414.388852,8.414388852
650,2108,48.83806667,-125.1335611,48.83792222,-125.1336194,8424.783933,8.424783933
651,2109,48.83653056,-125.1351444,48.83634444,-125.1354389,8205.077523,8.205077523
652,2110,48.83634444,-125.1354389,48.8361,-125.1356139,8175.288151,8.175288151
653,2111,48.835775,-125.1360389,48.83560556,-125.1363583,8099.511465,8.099511465
654,2112,48.83560556,-125.1363583,48.83536944,-125.1365611,8069.393998,8.069393998
655,2113,48.83536944,-125.1365611,48.83511667,-125.1367111,8039.820178,8.039820178
656,2114,48.83511667,-125.1367111,48.83484722,-125.1367583,8012.774853,8.012774853
